Kode,Nama Bahan,description
EP004,Keripik lampung," termasuk dalam kategori Olahan Buah. Bahan ini per 100 gram-nya memiliki 485 kalori, 1.7 gram protein, 22.2 gram lemak, 69.7 gram karbohidrat, dan 0.6 gram serat."
EP005,Ledre pisang," termasuk dalam kategori Olahan Buah. Bahan ini per 100 gram-nya memiliki 405 kalori, 4.8 gram protein, 5.1 gram lemak, 84.9 gram karbohidrat, dan 0.4 gram serat."
EP006,Lempog durian," termasuk dalam kategori Olahan Buah. Bahan ini per 100 gram-nya memiliki 320 kalori, 3.5 gram protein, 5.7 gram lemak, 63.7 gram karbohidrat, dan 4.9 gram serat."
EP007,Loka anjoro," termasuk dalam kategori Olahan Buah. Bahan ini per 100 gram-nya memiliki 163 kalori, 1.1 gram protein, 4.3 gram lemak, 30.0 gram karbohidrat, dan 0.0 gram serat."
EP008,Rica-rica taipa," termasuk dalam kategori Olahan Buah. Bahan ini per 100 gram-nya memiliki 49 kalori, 1.6 gram protein, 0.3 gram lemak, 10.0 gram karbohidrat, dan 0.0 gram serat."
EP009,Rujak aceh," termasuk dalam kategori Olahan Buah. Bahan ini per 100 gram-nya memiliki 82 kalori, 0.4 gram protein, 0.3 gram lemak, 19.7 gram karbohidrat, dan 2.4 gram serat."
EP010,Sale kesemek," termasuk dalam kategori Olahan Buah. Bahan ini per 100 gram-nya memiliki 296 kalori, 1.1 gram protein, 0.6 gram lemak, 71.4 gram karbohidrat, dan 0.0 gram serat."
EP011,Sale pisang siam," termasuk dalam kategori Olahan Buah. Bahan ini per 100 gram-nya memiliki 281 kalori, 2.4 gram protein, 0.7 gram lemak, 66.1 gram karbohidrat, dan 1.0 gram serat."
EP012,"Sale pisang, cilacap"," termasuk dalam kategori Olahan Buah. Bahan ini per 100 gram-nya memiliki 295 kalori, 2.3 gram protein, 2.1 gram lemak, 66.9 gram karbohidrat, dan 1.3 gram serat."
EP013,Sanggara belanda," termasuk dalam kategori Olahan Buah. Bahan ini per 100 gram-nya memiliki 242 kalori, 6.4 gram protein, 7.1 gram lemak, 38.2 gram karbohidrat, dan 0.0 gram serat."
EP014,Tepung Pisang," termasuk dalam kategori Olahan Buah. Bahan ini per 100 gram-nya memiliki 338 kalori, 2.9 gram protein, 0.4 gram lemak, 80.6 gram karbohidrat, dan 5.3 gram serat."
EP015,Tepung Sukun," termasuk dalam kategori Olahan Buah. Bahan ini per 100 gram-nya memiliki 353 kalori, 2.9 gram protein, 0.5 gram lemak, 84.4 gram karbohidrat, dan 3.7 gram serat."
FR001,"Anak sapi, daging, gemuk, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 184 kalori, 18.8 gram protein, 14.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FR002,"Anak sapi, daging, kurus, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 174 kalori, 19.6 gram protein, 10.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FR003,"Anak sapi, daging, sedang, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 190 kalori, 19.1 gram protein, 12.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FR004,"Angsa, daging, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 349 kalori, 16.4 gram protein, 31.5 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FR005,"Ayam, daging, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 298 kalori, 18.2 gram protein, 25.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FR006,"Ayam, dideh/darah, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 75 kalori, 13.8 gram protein, 1.9 gram lemak, 0.7 gram karbohidrat, dan 0.0 gram serat."
FR007,"Ayam, hati, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 261 kalori, 27.4 gram protein, 16.1 gram lemak, 1.6 gram karbohidrat, dan 0.0 gram serat."
FR008,"Babi, daging, gemuk,segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 453 kalori, 11.9 gram protein, 45.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FR009,"Babi, daging, kurus, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 371 kalori, 14.1 gram protein, 35.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FR010,"Babi, ginjal, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 110 kalori, 16.3 gram protein, 4.6 gram lemak, 0.8 gram karbohidrat, dan 0.0 gram serat."
FR011,"Babi, hati, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 129 kalori, 19.7 gram protein, 4.8 gram lemak, 1.7 gram karbohidrat, dan 0.0 gram serat."
FR012,"Bebek (itik), daging, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 321 kalori, 16.0 gram protein, 28.6 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FR013,"Bebek alabio, daging, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 303 kalori, 11.3 gram protein, 27.0 gram lemak, 3.7 gram karbohidrat, dan 0.0 gram serat."
FR014,"Belibis, daging, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 131 kalori, 20.2 gram protein, 4.3 gram lemak, 2.8 gram karbohidrat, dan 0.0 gram serat."
FR015,"Burung, sarang, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 281 kalori, 37.5 gram protein, 0.3 gram lemak, 32.1 gram karbohidrat, dan 0.0 gram serat."
FR016,"Domba, daging, gemuk, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 317 kalori, 15.7 gram protein, 27.7 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FR017,"Domba, daging, kurus, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 202 kalori, 17.1 gram protein, 14.8 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FR018,"Domba, ginjal, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 100 kalori, 16.6 gram protein, 3.3 gram lemak, 1.0 gram karbohidrat, dan 0.0 gram serat."
FR019,"Kambing, daging, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 149 kalori, 16.6 gram protein, 9.2 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FR020,"Kelinci, daging, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 142 kalori, 16.9 gram protein, 7.8 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FR021,"Kerbau, daging, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 79 kalori, 18.7 gram protein, 0.5 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FR022,"Kuda, daging, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 113 kalori, 18.1 gram protein, 4.1 gram lemak, 0.9 gram karbohidrat, dan 0.0 gram serat."
FR023,"Sapi, babat, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 108 kalori, 17.6 gram protein, 4.2 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FR024,"Sapi, daging, gemuk, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 273 kalori, 17.5 gram protein, 22.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FR025,"Sapi, daging, kurus, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 174 kalori, 19.6 gram protein, 10.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FR026,"Sapi, daging, lemak sedang, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 201 kalori, 18.8 gram protein, 14.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FR027,"Sapi, daleman, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 183 kalori, 12.0 gram protein, 14.4 gram lemak, 1.4 gram karbohidrat, dan 0.0 gram serat."
FR028,"Sapi, dideh/darah"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 98 kalori, 21.9 gram protein, 1.1 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FR029,"Sapi, ginjal, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 137 kalori, 15.0 gram protein, 8.1 gram lemak, 0.9 gram karbohidrat, dan 0.0 gram serat."
FR030,"Sapi, keleponan, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 84 kalori, 10.5 gram protein, 4.6 gram lemak, 0.2 gram karbohidrat, dan 0.0 gram serat."
FR031,"Sapi, liver, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 132 kalori, 19.7 gram protein, 3.2 gram lemak, 6.0 gram karbohidrat, dan 0.0 gram serat."
FR032,"Sapi, otak, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 123 kalori, 10.4 gram protein, 8.6 gram lemak, 0.8 gram karbohidrat, dan 0.0 gram serat."
FR033,"Sapi, usus, segar"," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 126 kalori, 14.0 gram protein, 7.2 gram lemak, 1.5 gram karbohidrat, dan 0.0 gram serat."
FR034,Ulat sagu segar," termasuk dalam kategori Daging. Bahan ini per 100 gram-nya memiliki 241 kalori, 5.8 gram protein, 21.6 gram lemak, 5.8 gram karbohidrat, dan 2.8 gram serat."
FP001,"Ayam, ampela, goreng"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 270 kalori, 32.3 gram protein, 11.2 gram lemak, 9.9 gram karbohidrat, dan 0.0 gram serat."
FP002,"Ayam, usus, goreng"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 473 kalori, 45.2 gram protein, 26.3 gram lemak, 13.9 gram karbohidrat, dan 0.0 gram serat."
FP003,"Bebek, daging, goreng"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 300 kalori, 24.0 gram protein, 20.7 gram lemak, 4.5 gram karbohidrat, dan 0.0 gram serat."
FP005,Ham," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 384 kalori, 16.9 gram protein, 35.0 gram lemak, 0.3 gram karbohidrat, dan 0.0 gram serat."
FP007,Kerupuk urat," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 588 kalori, 53.7 gram protein, 40.9 gram lemak, 1.2 gram karbohidrat, dan 0.0 gram serat."
FP009,"Punai, daging, goreng"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 224 kalori, 26.2 gram protein, 11.3 gram lemak, 4.4 gram karbohidrat, dan 0.0 gram serat."
FP011,"Sapi, abon"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 212 kalori, 18.0 gram protein, 10.6 gram lemak, 59.3 gram karbohidrat, dan 7.5 gram serat."
FP012,"Sapi, abon, asli"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 358 kalori, 14.6 gram protein, 16.1 gram lemak, 38.6 gram karbohidrat, dan 2.5 gram serat."
FP013,"Sapi, daging, asap"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 182 kalori, 32.0 gram protein, 6.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FP015,"Sapi, daging, kornet"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 289 kalori, 16.0 gram protein, 25.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
FP016,"Sapi, daging, sosis (Worst)"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 448 kalori, 14.5 gram protein, 42.3 gram lemak, 2.3 gram karbohidrat, dan 0.0 gram serat."
FP017,"Sapi, hati, sosis (liverworst)"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 274 kalori, 16.0 gram protein, 22.0 gram lemak, 3.0 gram karbohidrat, dan 2.3 gram serat."
FP019,"Sapi, paru, goreng"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 268 kalori, 23.9 gram protein, 12.7 gram lemak, 14.5 gram karbohidrat, dan 0.0 gram serat."
FP020,"Ulat sagu, panggang"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 380 kalori, 11.9 gram protein, 30.3 gram lemak, 14.9 gram karbohidrat, dan 4.8 gram serat."
FP021,"Ayam goreng church texas, dada"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 338 kalori, 35.2 gram protein, 20.6 gram lemak, 0.4 gram karbohidrat, dan 0.0 gram serat."
FP022,"Ayam goreng church,texas paha"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 287 kalori, 31.0 gram protein, 15.7 gram lemak, 1.7 gram karbohidrat, dan 0.0 gram serat."
FP023,"Ayam goreng church texas, sayap"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 295 kalori, 34.0 gram protein, 16.0 gram lemak, 1.5 gram karbohidrat, dan 0.0 gram serat."
FP024,"Ayam goreng kalasan, paha"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 275 kalori, 37.4 gram protein, 12.2 gram lemak, 1.3 gram karbohidrat, dan 0.0 gram serat."
FP025,"Ayam goreng kentucky, dada"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 298 kalori, 34.2 gram protein, 16.8 gram lemak, 0.1 gram karbohidrat, dan 0.0 gram serat."
FP026,"Ayam goreng Kentucky, paha"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 286 kalori, 32.1 gram protein, 16.1 gram lemak, 1.1 gram karbohidrat, dan 0.0 gram serat."
FP027,"Ayam  goreng Kentucky,sayap"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 297 kalori, 35.9 gram protein, 15.2 gram lemak, 1.6 gram karbohidrat, dan 0.0 gram serat."
FP028,Ayam goreng mbok berek dada," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 295 kalori, 39.2 gram protein, 13.6 gram lemak, 1.0 gram karbohidrat, dan 0.0 gram serat."
FP029,"Ayam goreng pasundan, dada"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 246 kalori, 37.9 gram protein, 9.0 gram lemak, 0.7 gram karbohidrat, dan 0.0 gram serat."
FP030,"Ayam goreng pasundan, paha"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 245 kalori, 33.1 gram protein, 11.4 gram lemak, 0.3 gram karbohidrat, dan 0.0 gram serat."
FP031,"Ayam goreng pioneer, dada"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 295 kalori, 37.4 gram protein, 14.7 gram lemak, 0.6 gram karbohidrat, dan 0.0 gram serat."
FP032,"Ayam goreng sukabumi, dada"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 244 kalori, 36.7 gram protein, 9.2 gram lemak, 1.0 gram karbohidrat, dan 0.0 gram serat."
FP033,"Ayam goreng sukabumi, paha"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 283 kalori, 35.7 gram protein, 14.3 gram lemak, 0.5 gram karbohidrat, dan 0.0 gram serat."
FP034,"Ayam taliwang, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 264 kalori, 18.2 gram protein, 20.1 gram lemak, 2.7 gram karbohidrat, dan 0.0 gram serat."
FP035,"Babi hutan masak rica, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 491 kalori, 24.6 gram protein, 16.3 gram lemak, 0.2 gram karbohidrat, dan 0.0 gram serat."
FP036,Beef burger," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 258 kalori, 10.6 gram protein, 9.5 gram lemak, 32.5 gram karbohidrat, dan 0.4 gram serat."
FP037,"Beef teriyaki, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 151 kalori, 8.6 gram protein, 3.1 gram lemak, 22.3 gram karbohidrat, dan 0.3 gram serat."
FP038,"Beef yakiniku, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 132 kalori, 9.8 gram protein, 1.1 gram lemak, 20.7 gram karbohidrat, dan 0.3 gram serat."
FP039,Brongkos," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 141 kalori, 15.3 gram protein, 3.3 gram lemak, 12.6 gram karbohidrat, dan 1.0 gram serat."
FP040,"Bulgogi, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 72 kalori, 11.4 gram protein, 4.9 gram lemak, 1.4 gram karbohidrat, dan 1.7 gram serat."
FP041,"Chicken teriyaki, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 168 kalori, 13.0 gram protein, 9.6 gram lemak, 7.5 gram karbohidrat, dan 0.8 gram serat."
FP042,"Chikiniku, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 143 kalori, 9.8 gram protein, 1.4 gram lemak, 22.8 gram karbohidrat, dan 0.4 gram serat."
FP043,"Coto mangkasara, kuda, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 96 kalori, 6.8 gram protein, 5.9 gram lemak, 3.8 gram karbohidrat, dan 0.0 gram serat."
FP044,"Coto mangkasara, sapi, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 84 kalori, 6.0 gram protein, 6.0 gram lemak, 1.4 gram karbohidrat, dan 0.0 gram serat."
FP045,"Djibokum, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 248 kalori, 10.0 gram protein, 2.3 gram lemak, 40.9 gram karbohidrat, dan 0.1 gram serat."
FP046,"Empal (daging) Goreng, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 248 kalori, 36.2 gram protein, 6.9 gram lemak, 10.1 gram karbohidrat, dan 0.0 gram serat."
FP047,Gulai kambing," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 126 kalori, 4.2 gram protein, 9.4 gram lemak, 6.2 gram karbohidrat, dan 0.0 gram serat."
FP048,"Jangang bintatoeng, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 107 kalori, 5.3 gram protein, 2.2 gram lemak, 16.5 gram karbohidrat, dan 0.0 gram serat."
FP049,"Kalio ayam, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 203 kalori, 16.0 gram protein, 13.5 gram lemak, 4.4 gram karbohidrat, dan 0.0 gram serat."
FP050,"Kalio jeroan, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 163 kalori, 16.5 gram protein, 9.0 gram lemak, 4.1 gram karbohidrat, dan 0.0 gram serat."
FP051,"Kalio kikil (tunjang), masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 122 kalori, 13.8 gram protein, 5.7 gram lemak, 3.9 gram karbohidrat, dan 0.0 gram serat."
FP052,"Kalio otak, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 157 kalori, 8.1 gram protein, 8.8 gram lemak, 11.4 gram karbohidrat, dan 0.0 gram serat."
FP053,"Lawar babi, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 174 kalori, 17.0 gram protein, 10.0 gram lemak, 3.0 gram karbohidrat, dan 0.0 gram serat."
FP054,"Lawar penyu, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 141 kalori, 23.0 gram protein, 1.5 gram lemak, 7.6 gram karbohidrat, dan 0.0 gram serat."
FP055,"Lawara jangang, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 159 kalori, 5.0 gram protein, 10.9 gram lemak, 10.1 gram karbohidrat, dan 0.0 gram serat."
FP056,"Naan maran sapi, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 478 kalori, 38.3 gram protein, 33.9 gram lemak, 5.1 gram karbohidrat, dan 0.0 gram serat."
FP057,"Nasu likku, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 196 kalori, 14.5 gram protein, 8.3 gram lemak, 15.9 gram karbohidrat, dan 0.0 gram serat."
FP058,"Oramu ninahu ndawa olaho, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 117 kalori, 13.7 gram protein, 5.0 gram lemak, 4.3 gram karbohidrat, dan 0.0 gram serat."
FP059,"Paniki masak santan, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 460 kalori, 28.5 gram protein, 35.2 gram lemak, 7.2 gram karbohidrat, dan 0.0 gram serat."
FP060,"Pelolah manuk, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 219 kalori, 19.7 gram protein, 13.6 gram lemak, 4.4 gram karbohidrat, dan 0.0 gram serat."
FP061,"Rawon, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 60 kalori, 5.4 gram protein, 2.5 gram lemak, 4.0 gram karbohidrat, dan 0.0 gram serat."
FP062,"Rendang sapi, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 193 kalori, 22.6 gram protein, 7.9 gram lemak, 7.8 gram karbohidrat, dan 0.0 gram serat."
FP063,"RW, anjing, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 198 kalori, 24.6 gram protein, 10.7 gram lemak, 0.9 gram karbohidrat, dan 0.0 gram serat."
FP064,"Sate, penyu, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 179 kalori, 22.5 gram protein, 3.5 gram lemak, 13.3 gram karbohidrat, dan 0.0 gram serat."
FP065,"Sate pusut, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 274 kalori, 12.9 gram protein, 18.6 gram lemak, 13.6 gram karbohidrat, dan 0.0 gram serat."
FP066,"Penyu, serapah, masakan"," termasuk dalam kategori Olahan Daging. Bahan ini per 100 gram-nya memiliki 174 kalori, 13.1 gram protein, 12.2 gram lemak, 2.2 gram karbohidrat, dan 0.0 gram serat."
